date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:28	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ecff11700aad0000cf3503f537d1df17%22	https://arino-html.vercel.app/assets/fonts/lg.eot?	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/lgd41d.eot	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:28	3956/3956	---M--	200	added ('OK')	font/woff	etag:%225fd4c338c1a1b1eeeb2c7b0a0967773d%22	https://arino-html.vercel.app/assets/fonts/lg.woff?n1z373	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/lgd641.woff	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:29	3880/3880	---MCZ	200	added ('OK')	font/ttf	etag:W/%224fe6f9caff8b287170d51d3d71d5e5c6%22	https://arino-html.vercel.app/assets/fonts/lg.ttf?n1z373	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/lgd641.ttf	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:29	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2298d62b1e5f5b556facf319b19c6c7cba%22	https://arino-html.vercel.app/assets/fonts/lg.svg?n1z373	D:/tesdf/Template/arino-html.vercel.app/assets/fonts/lgd641.svg	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:29	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Feb%202024%2012:57:28%20GMT	https://arino-html.vercel.app/assets/css/img/vimeo-play.png	D:/tesdf/Template/arino-html.vercel.app/assets/css/img/vimeo-play.png	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:29	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Feb%202024%2012:57:29%20GMT	https://arino-html.vercel.app/assets/css/img/video-play.png	D:/tesdf/Template/arino-html.vercel.app/assets/css/img/video-play.png	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:30	3670/3670	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Feb%202024%2012:57:29%20GMT	https://arino-html.vercel.app/assets/css/img/youtube-play.png	D:/tesdf/Template/arino-html.vercel.app/assets/css/img/youtube-play.png	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:30	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22bbdac9cda255c54bfd809110aff87898%22	https://arino-html.vercel.app/assets/img/loading.gif	D:/tesdf/Template/arino-html.vercel.app/assets/img/loading.gif	(from https://arino-html.vercel.app/assets/css/plugins/lightgallery.min.css)
18:27:30	282/282	---M--	200	added ('OK')	image/png	etag:%22d1099d543a05b68fe515884d2dee37e8%22	https://arino-html.vercel.app/assets/img/drag.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/drag.png	(from https://arino-html.vercel.app/assets/css/style.css)
18:27:30	507/507	---M--	200	added ('OK')	image/svg+xml	etag:%223ede5b43c3219bd66d30a074c08db438%22	https://arino-html.vercel.app/assets/img/prev_arrow.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/prev_arrow.svg	(from https://arino-html.vercel.app/assets/css/style.css)
18:27:31	498/498	---M--	200	added ('OK')	image/svg+xml	etag:%22597b9a1bd253091ff8a35732baabfca2%22	https://arino-html.vercel.app/assets/img/next_arrow.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/next_arrow.svg	(from https://arino-html.vercel.app/assets/css/style.css)
18:27:31	848/848	---M--	200	added ('OK')	image/svg+xml	etag:%224e7694af202fbf4ad2af342f196fefc6%22	https://arino-html.vercel.app/assets/img/icons/double_arrow_icon.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/icons/double_arrow_icon.svg	(from https://arino-html.vercel.app/assets/css/style.css)
18:27:31	119823/119823	---M--	200	added ('OK')	image/png	etag:%22e23a77c7f9b2bd32452f13c42f241a45%22	https://arino-html.vercel.app/assets/img/hero_img_1.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_img_1.png	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:31	32534/32534	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a5b8b3fadb502574180ab0c9704903cb%22	https://arino-html.vercel.app/assets/img/hero_img_6.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_img_6.svg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:32	105043/105043	---M--	200	added ('OK')	image/jpeg	etag:%22968f4d5156d9b1c22f48550748269742%22	https://arino-html.vercel.app/assets/img/about_img_6.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/about_img_6.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:32	95763/95763	---M--	200	added ('OK')	image/jpeg	etag:%22f9c2b80bef495b8cae68344ea3980b73%22	https://arino-html.vercel.app/assets/img/about_img_7.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/about_img_7.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:32	97386/97386	---M--	200	added ('OK')	image/jpeg	etag:%22ce6d50657de952b9a10b6d0b68bd60c9%22	https://arino-html.vercel.app/assets/img/about_img_8.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/about_img_8.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:32	2649/2649	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223f85c8e8354b5bd007cb8a84aea27370%22	https://arino-html.vercel.app/assets/img/icons/service_icon_1.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/icons/service_icon_1.svg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:32	4480/4480	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2259eb9149c8a2e809042a39e7da1da0c1%22	https://arino-html.vercel.app/assets/img/icons/service_icon_2.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/icons/service_icon_2.svg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:33	5966/5966	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c3351f51fcd48db576de0ef67fa569f0%22	https://arino-html.vercel.app/assets/img/icons/service_icon_3.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/icons/service_icon_3.svg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:33	4400/4400	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22af39ad3e3b97a89accb33a195f60cd0b%22	https://arino-html.vercel.app/assets/img/icons/service_icon_4.svg	D:/tesdf/Template/arino-html.vercel.app/assets/img/icons/service_icon_4.svg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:33	106422/106422	---M--	200	added ('OK')	image/jpeg	etag:%227a000882a2e36ed4c11b6749a9d18ce1%22	https://arino-html.vercel.app/assets/img/funfact_bg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/funfact_bg.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:33	104891/104891	---M--	200	added ('OK')	image/jpeg	etag:%2291f6645b7ba60e3b1be65995173d5055%22	https://arino-html.vercel.app/assets/img/portfolio_45.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_45.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:34	137264/137264	---M--	200	added ('OK')	image/jpeg	etag:%225cd0586ea350db7f1cd2b8cee10a7ec8%22	https://arino-html.vercel.app/assets/img/portfolio_47.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_47.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:34	104742/104742	---M--	200	added ('OK')	image/jpeg	etag:%22d2b6e14278f3bd814d271b5757ef800d%22	https://arino-html.vercel.app/assets/img/portfolio_46.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_46.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:34	37344/37344	---M--	200	added ('OK')	image/jpeg	etag:%22834be27cbe8b1401b701d5999cfbe26f%22	https://arino-html.vercel.app/assets/img/testimonial_bg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/testimonial_bg.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:34	157738/157738	---M--	200	added ('OK')	image/jpeg	etag:%22a83c25d05341160225f9365deb085fc7%22	https://arino-html.vercel.app/assets/img/gallery_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/gallery_1.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:34	131118/131118	---M--	200	added ('OK')	image/jpeg	etag:%22256573ec3e951c1af91d575688e8e489%22	https://arino-html.vercel.app/assets/img/gallery_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/gallery_2.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:35	158435/158435	---M--	200	added ('OK')	image/jpeg	etag:%22852cc1e5d2f6814f6e687cd4b033fead%22	https://arino-html.vercel.app/assets/img/gallery_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/gallery_3.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:35	145757/145757	---M--	200	added ('OK')	image/jpeg	etag:%226e6376579e8f6103424e761bada53baf%22	https://arino-html.vercel.app/assets/img/gallery_4.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/gallery_4.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:35	140751/140751	---M--	200	added ('OK')	image/jpeg	etag:%226840d03ebaac2d1dded82d239f3e9bbd%22	https://arino-html.vercel.app/assets/img/gallery_5.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/gallery_5.jpeg	(from https://arino-html.vercel.app/architecture-agency.html)
18:27:35	96875/96875	---M--	200	added ('OK')	image/jpeg	etag:%220c0216510a2666a6ef286ee512e70b08%22	https://arino-html.vercel.app/assets/img/wedding.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/wedding.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:36	141300/141300	---M--	200	added ('OK')	image/jpeg	etag:%220f32400fde0fcd6f4af64786e3809ad5%22	https://arino-html.vercel.app/assets/img/fashion.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/fashion.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:36	137710/137710	---M--	200	added ('OK')	image/jpeg	etag:%22056769274e188b0ce92b0e84ee3f324a%22	https://arino-html.vercel.app/assets/img/commercial.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/commercial.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:36	142170/142170	---M--	200	added ('OK')	image/jpeg	etag:%220289c7ed70681f813f0936b2055ff24d%22	https://arino-html.vercel.app/assets/img/landscape.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/landscape.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:36	125058/125058	---M--	200	added ('OK')	image/jpeg	etag:%2224d7309d568e0d406f1d82ef21ad1601%22	https://arino-html.vercel.app/assets/img/about_img_5.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/about_img_5.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:36	89233/89233	---M--	200	added ('OK')	image/jpeg	etag:%22c24ea3b72feab28750c3b348e116ac24%22	https://arino-html.vercel.app/assets/img/portfolio_21_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_21_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:37	17377/17377	---M--	200	added ('OK')	image/jpeg	etag:%22190a6d3bdf48dea2da28e5436decae25%22	https://arino-html.vercel.app/assets/img/portfolio_21.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_21.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:37	40842/40842	---M--	200	added ('OK')	image/jpeg	etag:%2292e346746cd031f0d9698c9c6eeebf35%22	https://arino-html.vercel.app/assets/img/portfolio_22_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_22_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:37	26546/26546	---M--	200	added ('OK')	image/jpeg	etag:%22a3bf3f87e7e4057db54cbe1e23f006ba%22	https://arino-html.vercel.app/assets/img/portfolio_22.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_22.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:37	76431/76431	---M--	200	added ('OK')	image/jpeg	etag:%221431906243156c618b5ee1861fc47749%22	https://arino-html.vercel.app/assets/img/portfolio_23_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_23_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:37	22996/22996	---M--	200	added ('OK')	image/jpeg	etag:%22e128c5997cfd1c8058d5dcef2c1d7f6c%22	https://arino-html.vercel.app/assets/img/portfolio_23.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_23.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:38	45754/45754	---M--	200	added ('OK')	image/jpeg	etag:%225b05deffe4290c055938b1c0a3fcfe98%22	https://arino-html.vercel.app/assets/img/portfolio_24_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_24_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:38	45754/45754	---M--	200	added ('OK')	image/jpeg	etag:%225b05deffe4290c055938b1c0a3fcfe98%22	https://arino-html.vercel.app/assets/img/portfolio_24.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_24.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:38	112522/112522	---M--	200	added ('OK')	image/jpeg	etag:%22da57527f97da4ee068c5b7b3b012f183%22	https://arino-html.vercel.app/assets/img/portfolio_25_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_25_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:38	35198/35198	---M--	200	added ('OK')	image/jpeg	etag:%22d84e716151e60cc8aad45ec5e4fc076d%22	https://arino-html.vercel.app/assets/img/portfolio_25.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_25.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:38	58711/58711	---M--	200	added ('OK')	image/jpeg	etag:%220b008c597b53e92b338bfa30f38b9da8%22	https://arino-html.vercel.app/assets/img/portfolio_26_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_26_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:39	39829/39829	---M--	200	added ('OK')	image/jpeg	etag:%2265f9c84b5200195a426e02b9efb1a7f6%22	https://arino-html.vercel.app/assets/img/portfolio_26.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_26.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:39	35131/35131	---M--	200	added ('OK')	image/jpeg	etag:%221bb08e5a139e70f03a7d43dc82f79b24%22	https://arino-html.vercel.app/assets/img/portfolio_27_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_27_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:39	20506/20506	---M--	200	added ('OK')	image/jpeg	etag:%2295b59df2d1dff9400d98e95e5c3ddd09%22	https://arino-html.vercel.app/assets/img/portfolio_27.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_27.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:39	97916/97916	---M--	200	added ('OK')	image/jpeg	etag:%22c8eb0e34bf80ea9f35d80a2799561c68%22	https://arino-html.vercel.app/assets/img/portfolio_28_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_28_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:39	43336/43336	---M--	200	added ('OK')	image/jpeg	etag:%229062f801105679796e145fa783a6bc03%22	https://arino-html.vercel.app/assets/img/portfolio_28.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_28.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:40	87231/87231	---M--	200	added ('OK')	image/jpeg	etag:%22dc1449c0a8fc18c99553cae0584a22c9%22	https://arino-html.vercel.app/assets/img/portfolio_29_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_29_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:40	17165/17165	---M--	200	added ('OK')	image/jpeg	etag:%224634c8aa929caf05aea8e45dd4ebd555%22	https://arino-html.vercel.app/assets/img/portfolio_29.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_29.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:40	221602/221602	---M--	200	added ('OK')	image/jpeg	etag:%221343104c8f6ba135f5d031509cd436cd%22	https://arino-html.vercel.app/assets/img/portfolio_30_lg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_30_lg.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:40	43863/43863	---M--	200	added ('OK')	image/jpeg	etag:%2204aec06d0b606101cdc58f3dbb124cf5%22	https://arino-html.vercel.app/assets/img/portfolio_30.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_30.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:41	187088/187088	---M--	200	added ('OK')	image/jpeg	etag:%2216e00e919ff2b7323f27abf3f6a576bb%22	https://arino-html.vercel.app/assets/img/map_img_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/map_img_1.jpeg	(from https://arino-html.vercel.app/photography-agency.html)
18:27:41	82749/82749	---M--	200	added ('OK')	image/png	etag:%224abe3f836c9d4e304f659b963812d860%22	https://arino-html.vercel.app/assets/img/hero_img_2.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_img_2.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:41	8749/8749	---M--	200	added ('OK')	image/png	etag:%22550af15475434dfb4cc1ec01c85bf1c3%22	https://arino-html.vercel.app/assets/img/hero_img_3.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_img_3.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:41	7903/7903	---M--	200	added ('OK')	image/png	etag:%225092edea1d6a0f81852b985cb9d312ac%22	https://arino-html.vercel.app/assets/img/hero_img_4.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_img_4.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:41	107896/107896	---M--	200	added ('OK')	image/jpeg	etag:%22142c7d9311d31af3b5b42eabfd5d8e6d%22	https://arino-html.vercel.app/assets/img/about_img_9.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/about_img_9.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:42	61975/61975	---M--	200	added ('OK')	image/jpeg	etag:%22fcf76b744b4f31be221ba25d0b72c136%22	https://arino-html.vercel.app/assets/img/service_5.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_5.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:42	68501/68501	---M--	200	added ('OK')	image/jpeg	etag:%22510996a8099429bb646b653ec51fde2a%22	https://arino-html.vercel.app/assets/img/service_6.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_6.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:42	45193/45193	---M--	200	added ('OK')	image/jpeg	etag:%22e93b24399627e86e9e138498a8069fc4%22	https://arino-html.vercel.app/assets/img/portfolio_48.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_48.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:42	88582/88582	---M--	200	added ('OK')	image/jpeg	etag:%228a04a558b65d157674fb146c0894f173%22	https://arino-html.vercel.app/assets/img/portfolio_49.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_49.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:42	102627/102627	---M--	200	added ('OK')	image/jpeg	etag:%220c58d6f4c9220e1b2796a4210665d15f%22	https://arino-html.vercel.app/assets/img/portfolio_50.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_50.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:43	63727/63727	---M--	200	added ('OK')	image/jpeg	etag:%22ca4a2436e245093d3358f8fe73e08135%22	https://arino-html.vercel.app/assets/img/portfolio_51.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_51.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:43	8266/8266	---M--	200	added ('OK')	image/png	etag:%22f0ab78137f1871d57376cb3004c2a8c9%22	https://arino-html.vercel.app/assets/img/avatar_5.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/avatar_5.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:43	6750/6750	---M--	200	added ('OK')	image/png	etag:%22497dc5015cfb9692f668e41ab51d9cbf%22	https://arino-html.vercel.app/assets/img/avatar_6.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/avatar_6.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:43	8166/8166	---M--	200	added ('OK')	image/png	etag:%22db09812d4bcdaf604d3b957b6f664e1e%22	https://arino-html.vercel.app/assets/img/avatar_7.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/avatar_7.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:44	33223/33223	---M--	200	added ('OK')	image/png	etag:%22d69df64232e584c1631e1fcf5786d97c%22	https://arino-html.vercel.app/assets/img/avatar_1.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/avatar_1.png	(from https://arino-html.vercel.app/creative-solution.html)
18:27:44	104526/104526	---M--	200	added ('OK')	image/jpeg	etag:%22294eff5f6d8119552ab246fdb345a7cd%22	https://arino-html.vercel.app/assets/img/cta_bg_5.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/cta_bg_5.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:44	156222/156222	---M--	200	added ('OK')	image/jpeg	etag:%227d6d69bea0ad2935c84bc6e90761b611%22	https://arino-html.vercel.app/assets/img/video_bg_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/video_bg_3.jpeg	(from https://arino-html.vercel.app/creative-solution.html)
18:27:44	108388/108388	---M--	200	added ('OK')	image/jpeg	etag:%225852860d12d5c85ce174089bc7103ba9%22	https://arino-html.vercel.app/assets/img/hero_bg_4.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_bg_4.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:44	92774/92774	---M--	200	added ('OK')	image/jpeg	etag:%22ef87b08334c3ab39c94168a0b1fe088e%22	https://arino-html.vercel.app/assets/img/portfolio_35.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_35.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:45	69229/69229	---M--	200	added ('OK')	image/jpeg	etag:%229c0c74f10ec8fe8de3f36f1ea8f3daba%22	https://arino-html.vercel.app/assets/img/portfolio_36.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_36.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:45	54389/54389	---M--	200	added ('OK')	image/jpeg	etag:%22a64b0985de4d9968ee6298fb438e0038%22	https://arino-html.vercel.app/assets/img/portfolio_37.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_37.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:45	93241/93241	---M--	200	added ('OK')	image/jpeg	etag:%224d2533ec7a1a4b3d3ab0f8acc441a950%22	https://arino-html.vercel.app/assets/img/portfolio_38.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_38.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:45	49976/49976	---M--	200	added ('OK')	image/jpeg	etag:%228d6ff541d3d8f48a5c8c2aced7bce06e%22	https://arino-html.vercel.app/assets/img/case_study_2.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/case_study_2.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:45	49753/49753	---M--	200	added ('OK')	image/jpeg	etag:%22bc57a450d591ffeb212036aa19e88575%22	https://arino-html.vercel.app/assets/img/case_study_1.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/case_study_1.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:46	30143/30143	---M--	200	added ('OK')	image/jpeg	etag:%22331570bdfcdd077faecd99c8341cd7cf%22	https://arino-html.vercel.app/assets/img/cta_bg_3.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/cta_bg_3.jpeg	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:46	14832/14832	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255beb2d199be98741d390b934cd55b7d%22	https://arino-html.vercel.app/assets/js/plugins/ripples.min.js	D:/tesdf/Template/arino-html.vercel.app/assets/js/plugins/ripples.min.js	(from https://arino-html.vercel.app/creative-portfolio.html)
18:27:46	196218/196218	---M--	200	added ('OK')	image/png	etag:%229a98e1e6ae49625545e6f9715524337d%22	https://arino-html.vercel.app/assets/img/hero_img_5.png	D:/tesdf/Template/arino-html.vercel.app/assets/img/hero_img_5.png	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:46	50387/50387	---M--	200	added ('OK')	image/jpeg	etag:%228f2db8542315a5a92bc85e481dd2ae55%22	https://arino-html.vercel.app/assets/img/service_7.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_7.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:47	58356/58356	---M--	200	added ('OK')	image/jpeg	etag:%2215268e794322bac5b14f0b946580de80%22	https://arino-html.vercel.app/assets/img/service_8.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_8.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:47	41229/41229	---M--	200	added ('OK')	image/jpeg	etag:%22bf9b58e0bec3efbff78244b4d4c2b914%22	https://arino-html.vercel.app/assets/img/service_9.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_9.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:47	56729/56729	---M--	200	added ('OK')	image/jpeg	etag:%223629a1625ca21ed2133082830b0cb6b0%22	https://arino-html.vercel.app/assets/img/service_10.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/service_10.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:47	121308/121308	---M--	200	added ('OK')	image/jpeg	etag:%2248e78224f085f9c5bf8fa3bbfdb325d1%22	https://arino-html.vercel.app/assets/img/skill_bg.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/skill_bg.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:47	105640/105640	---M--	200	added ('OK')	image/jpeg	etag:%2264f42130b5bfb236a0a99df986472e14%22	https://arino-html.vercel.app/assets/img/portfolio_39.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_39.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
18:27:48	67188/67188	---M--	200	added ('OK')	image/jpeg	etag:%2239e92507694fd9f7decc245dfdf62ea3%22	https://arino-html.vercel.app/assets/img/portfolio_40.jpeg	D:/tesdf/Template/arino-html.vercel.app/assets/img/portfolio_40.jpeg	(from https://arino-html.vercel.app/personal-portfolio.html)
